id,question,audio_clip,option_1,option_2,option_3,option_4,answer_index,audio_length
94f22ef1-5f4f-43be-ad3e-d318ec539507,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/045007.mp3,Al-Balad,Al-Isra,Al-Jathiya,Al-Ma'un,3,
2a23ea65-6b4f-4f9d-8f38-66a49f0027ba,What is the name of this Surah?,https://verses.quran.com/Sudais/mp3/056083.mp3,Al-Qari'a,Al-Baqarah,Al-Waqi'a,Al-Fath,3,
6542a38c-90cd-40b3-a603-1d630b28cc61,What is the name of this Surah?,https://verses.quran.com/Sudais/mp3/034038.mp3,At-Takwir,Saba',Al-Hajj,Al-Hadid,2,
31a022d6-5d8e-44be-95aa-adb9328753ef,What is the name of this Surah?,https://verses.quran.com/Minshawi/Murattal/mp3/033039.mp3,Ar-Rahman,Abasa,An-Nur,Al-Ahzab,4,
a61d2e94-6291-4b0c-aeea-3925ab0dc10c,What is the name of this Surah?,https://verses.quran.com/Shuraym/mp3/046013.mp3,Al-Ahqaf,Al-An'am,Adh-Dhariyat,At-Tin,1,
65f44031-6460-4ae4-a795-11d45251b1f7,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/029062.mp3,Al-Ankabut,Al-Jinn,Ibrahim,Al-Insan,1,
e584150e-d537-4ef9-93aa-13f9014e69fa,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/042050.mp3,Adh-Dhariyat,Al-Humaza,Ash-Shura,Yunus,3,
6c93f937-12a0-44c8-8fe1-ef724ceba5a7,What is the name of this Surah?,https://verses.quran.com/Shuraym/mp3/047032.mp3,Muhammad,Al-Fath,Al-Balad,Al-Inshiqaq,1,
31068d79-38a1-4907-83e9-9ccaedc53f68,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/056045.mp3,Al-Waqi'a,Al-Qalam,Al-Fath,Nuh,1,
3e5a4a7c-ed8c-4cc0-b9d3-b004fd8ccdb9,What is the name of this Surah?,https://verses.quran.com/Minshawi/Murattal/mp3/033040.mp3,Al-Ahzab,Yusuf,Al-Munafiqoon,An-Nasr,1,
e273b9cb-ebea-42ac-935b-b6a9178d88ef,What is the name of this Surah?,https://verses.quran.com/Minshawi/Murattal/mp3/040018.mp3,Al-A'raf,Al-Fatiha,Al-Hadid,Ghafir,4,
740d7239-e367-44b0-a6bd-572e561da6f4,What is the name of this Surah?,https://verses.quran.com/Shuraym/mp3/038044.mp3,Luqman,Sad,Al-Asr,Al-Hijr,2,
d0ece16d-8193-455a-a169-fba2b1ef204a,What is the name of this Surah?,https://verses.quran.com/Shuraym/mp3/031005.mp3,Ash-Shura,Luqman,Al-Qari'a,Al-Hadid,2,
a3daa37d-0a79-48d7-9016-fd0d682109ea,What is the name of this Surah?,https://verses.quran.com/Minshawi/Murattal/mp3/034010.mp3,Al-Jumu'a,Al-Mu'minun,Saba',Al-Qalam,3,
73014f87-babd-4247-ab5f-bb4c45c7aff8,What is the name of this Surah?,https://verses.quran.com/Sudais/mp3/039050.mp3,Qaf,At-Tahrim,Az-Zumar,Nuh,3,
4b09e495-ed77-45fb-8a2a-9fbb6573f3d5,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/034046.mp3,Saba',Al-Ma'un,Al-Masad,At-Taghabun,1,
469b0c4d-3c68-4b7b-9d3a-90ef17dbc671,What is the name of this Surah?,https://verses.quran.com/Shuraym/mp3/057020.mp3,Al-Mumtahina,Al-Bayyina,Al-Hadid,Quraish,3,
d15daa32-5287-420d-b1c9-5e08cf9b8f05,What is the name of this Surah?,https://verses.quran.com/Shuraym/mp3/054020.mp3,Az-Zukhruf,Al-Qamar,Al-Jumu'a,An-Nahl,2,
594a8f8e-4627-49e5-bd6b-3c2e53f44100,What is the name of this Surah?,https://verses.quran.com/Minshawi/Murattal/mp3/052017.mp3,At-Tur,Al-Qalam,Al-Mursalat,Al-Ahzab,1,
012fdbc3-77ed-408f-a4f6-157c279c671a,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/044058.mp3,Ad-Dukhan,Al-Ghashiya,Al-Anbiya,Al-Fajr,1,
7b7e59bf-f2a3-4425-8920-1bad738dca50,What is the name of this Surah?,https://verses.quran.com/Shuraym/mp3/034008.mp3,At-Tahrim,Adh-Dhariyat,Al-'Alaq,Saba',4,
135d5e22-0737-4a7a-b5ab-4f4d122e177f,What is the name of this Surah?,https://verses.quran.com/Minshawi/Murattal/mp3/056095.mp3,Al-Waqi'a,Ash-Shams,An-Nahl,Al-Mujadila,1,
2888fb26-d2f1-44cd-8dcb-af1cc7fa7263,What is the name of this Surah?,https://verses.quran.com/Minshawi/Murattal/mp3/045030.mp3,Al-Qari'a,Al-Jathiya,Al-Hajj,Al-Asr,2,
54a9a1d0-1ce9-4f2d-9e94-68455424f4f6,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/039034.mp3,Az-Zumar,Al-'Adiyat,Al-A'la,Al-Masad,1,
2eacc1fa-a0ad-4f7a-9be2-5aac8a29c248,What is the name of this Surah?,https://verses.quran.com/Minshawi/Murattal/mp3/035035.mp3,Fatir,An-Nisa',Ar-Rum,Al-Ma'arij,1,
c19d2e98-ffd8-45c6-8746-12fed06926b5,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/039047.mp3,As-Saffat,Al-Ahzab,Az-Zumar,An-Nasr,3,
3558b3b8-25a1-42f2-be08-1a51f8f3a922,What is the name of this Surah?,https://verses.quran.com/Sudais/mp3/038080.mp3,Ar-Rahman,Al-Humaza,Sad,At-Takwir,3,
85c87bd6-e474-4f19-9766-7ce719fed34d,What is the name of this Surah?,https://verses.quran.com/Minshawi/Murattal/mp3/052048.mp3,An-Nahl,Az-Zalzala,At-Tur,Al-Masad,3,
25669647-7a47-4656-9c47-62d23da892b4,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/033066.mp3,Al-Ahzab,Al-An'am,Al-Anfal,Al-Lail,1,
e44f25e4-71df-43f5-8eaa-e78803ebf7a5,What is the name of this Surah?,https://verses.quran.com/Shuraym/mp3/029059.mp3,Al-Hadid,Al-Ankabut,Fatir,Al-Hujurat,2,
ad525d89-0aed-4482-bf9c-a1e3c9990a30,What is the name of this Surah?,https://verses.quran.com/Minshawi/Murattal/mp3/037095.mp3,As-Saffat,Al-Fil,As-Sajda,Al-Qalam,1,
89a79869-04f4-465b-885e-0bd14e7cd6f2,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/040039.mp3,Al-Hajj,Ar-Rum,Ghafir,Al-Baqarah,3,
a73dbb6a-ca15-4203-9dcb-151070ba4501,What is the name of this Surah?,https://verses.quran.com/Shuraym/mp3/045031.mp3,Al-Qalam,Al-Anbiya,Al-Jathiya,Al-Jinn,3,
0c69c884-2e7d-4e5e-bc4e-9a94e1256d9d,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/042020.mp3,At-Takathur,Ash-Shura,Ad-Duhaa,As-Sajda,2,
bd6cfcfe-e5dd-4928-bb24-4a5a8c46938e,What is the name of this Surah?,https://verses.quran.com/Minshawi/Murattal/mp3/051015.mp3,Al-Hashr,Al-Kafirun,Adh-Dhariyat,Ghafir,3,
3e0e26e6-f7b7-429c-9d4f-abe6a081dd7e,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/047016.mp3,Al-An'am,Muhammad,As-Sajda,At-Takathur,2,
6f8238c5-cd91-405d-ab64-6f1afe37f509,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/038032.mp3,Al-Qadr,Al-Kafirun,Sad,Al-Hujurat,3,
65ed2e41-8a58-4cff-9ffe-6ef8c07739b6,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/054004.mp3,Az-Zukhruf,Fussilat,Al-Qamar,Al-Munafiqoon,3,
24159445-02d8-42f4-8248-94084b528a5d,What is the name of this Surah?,https://verses.quran.com/Shuraym/mp3/045026.mp3,Al-Jathiya,Al-Haqqah,An-Naba,Al-Masad,1,
5c7882d0-24d6-4c2f-a2cf-c38aeda289ca,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/051058.mp3,Az-Zalzala,Al-Muddathir,Adh-Dhariyat,Al-A'raf,3,
666f02f8-58a8-4219-ad5e-1987fcb98d85,What is the name of this Surah?,https://verses.quran.com/Sudais/mp3/044029.mp3,Ad-Dukhan,Al-Hujurat,Al-'Adiyat,Al-Qadr,1,
9a63e44b-c093-43f1-80df-96fa532fa28e,What is the name of this Surah?,https://verses.quran.com/Shuraym/mp3/045026.mp3,An-Naba,Al-Mulk,Al-Jathiya,Al-Hijr,3,
efb9375a-018f-4f2f-9c42-f9cb7273e0e5,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/046013.mp3,Al-Ahqaf,Al-Muddathir,Al-'Alaq,Al-Baqarah,1,
f6dd6fdc-0282-40d1-ac2d-96bfe1e56329,What is the name of this Surah?,https://verses.quran.com/Sudais/mp3/044031.mp3,Al-'Alaq,Al-Jumu'a,Ad-Dukhan,Az-Zukhruf,3,
e315af10-3f08-4252-acb5-0ac9ded4bda7,What is the name of this Surah?,https://verses.quran.com/Shuraym/mp3/040031.mp3,Ar-Ra'd,Maryam,Ghafir,Al-Ankabut,3,
eecc0560-5f03-4b68-b37c-b6e6c1b71216,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/045021.mp3,At-Tawbah,Al-Hujurat,Al-Jathiya,Al-Kahf,3,
08cbe265-d4bb-4026-92cf-56d420bad862,What is the name of this Surah?,https://verses.quran.com/Sudais/mp3/048025.mp3,An-Nahl,Al-Ankabut,Ibrahim,Al-Fath,4,
4f0d729e-8191-4053-b636-073349dc4f16,What is the name of this Surah?,https://verses.quran.com/Minshawi/Murattal/mp3/041028.mp3,At-Takwir,Fussilat,Al-Ahqaf,Al-Qiyama,2,
937a1fb8-edce-4f65-a7da-7aff9eadb424,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/037171.mp3,Ash-Shura,Ar-Rum,As-Saffat,Al-'Adiyat,3,
5b78e991-8ef0-4d5e-a82d-233d0ff24ba5,What is the name of this Surah?,https://verses.quran.com/Shuraym/mp3/049005.mp3,Al-Ma'un,Al-Hujurat,Al-Waqi'a,Yusuf,2,
00de8800-1a41-4a5f-84ff-5b9e0bb2f524,What is the name of this Surah?,https://verses.quran.com/Minshawi/Murattal/mp3/046019.mp3,Al-Qari'a,Al-Masad,An-Nazi'at,Al-Ahqaf,4,
cdf0256f-ea57-4df2-896f-c7bc1b071f7e,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/033037.mp3,Al-Ahzab,Al-Fatiha,Ya-Sin,Al-Ahqaf,1,
0865c9e2-0000-4b81-927f-f66c307e3772,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/056014.mp3,At-Takwir,Al-Ma'un,Al-Qadr,Al-Waqi'a,4,
f487ab81-378a-464e-92c9-74ccbc1026cf,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/036033.mp3,Saba',An-Nahl,Ya-Sin,At-Tawbah,3,
34299efc-2660-4b22-9f57-12dfbe18e1f6,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/033053.mp3,Al-Ahzab,Al-Baqarah,Az-Zumar,Ghafir,1,
be89d07c-9f94-444f-82ec-1312c94287ed,What is the name of this Surah?,https://verses.quran.com/Shuraym/mp3/034012.mp3,Saba',Al-'Adiyat,At-Takwir,Al-Anbiya,1,
d5cdcd43-5241-4b59-9f79-2909afff4d55,What is the name of this Surah?,https://verses.quran.com/Minshawi/Murattal/mp3/054024.mp3,Al-An'am,Al-Inshiqaq,At-Taghabun,Al-Qamar,4,
af326d2a-08de-4fe1-a7af-3992e74a5d02,What is the name of this Surah?,https://verses.quran.com/Shuraym/mp3/047035.mp3,Al-Jinn,Al-Masad,Al-A'la,Muhammad,4,
3de6c406-8c36-43eb-acfb-4b61e363b120,What is the name of this Surah?,https://verses.quran.com/Minshawi/Murattal/mp3/039053.mp3,Az-Zumar,Al-Ma'arij,Sad,Az-Zalzala,1,
cdc626a1-5809-4d27-94f0-3e8a6284c781,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/046013.mp3,Yunus,Al-Hujurat,Al-Ahqaf,An-Nasr,3,
c82d7eb7-671b-4aa3-9363-e931696cff82,What is the name of this Surah?,https://verses.quran.com/Minshawi/Murattal/mp3/045031.mp3,Quraish,Yunus,Al-Jathiya,Al-Isra,3,
e82af007-e7ff-4be4-a284-88f7a49d4086,What is the name of this Surah?,https://verses.quran.com/Minshawi/Murattal/mp3/052039.mp3,Al-Anbiya,At-Tur,Al-Ahqaf,Abasa,2,
6d4cd36d-29e1-43dd-a7d6-482b218ab801,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/051039.mp3,Abasa,Adh-Dhariyat,Al-Lail,At-Taghabun,2,
97934c9d-7e95-47e0-afd9-c13d3dfbcc23,What is the name of this Surah?,https://verses.quran.com/Sudais/mp3/037053.mp3,As-Saffat,Al-Fath,Al-Baqarah,At-Takwir,1,
d9ec6d41-1e9b-4462-af87-5280fdc2a4a0,What is the name of this Surah?,https://verses.quran.com/Minshawi/Murattal/mp3/055016.mp3,Ar-Rahman,Al-Ghashiya,Al-Anfal,Ar-Rum,1,
7f1acd53-38df-4d90-812a-13f0c4b650f7,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/045035.mp3,Al-A'raf,Ta-Ha,Al-Jathiya,An-Nazi'at,3,
5d614daf-202f-435a-895b-3beb4f384a1d,What is the name of this Surah?,https://verses.quran.com/Shuraym/mp3/029052.mp3,Al-Ma'un,Al-Ankabut,Nuh,Al-Ghashiya,2,
c777c12e-2bfa-42a9-9c7b-3a50242fb7a0,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/043056.mp3,Az-Zukhruf,Muhammad,Al-Qalam,Sad,1,
7c2d6615-26da-4299-87e6-ea1a9c41b519,What is the name of this Surah?,https://verses.quran.com/Minshawi/Murattal/mp3/036031.mp3,Ya-Sin,Ash-Sharh,Qaf,Al-Muddathir,1,
f6e7bd83-d861-4954-914b-4c199fa6f664,What is the name of this Surah?,https://verses.quran.com/Sudais/mp3/043056.mp3,Az-Zukhruf,Al-Qari'a,Al-Hadid,Qaf,1,
29b7f45f-e9a2-4572-9bb4-62643110e13f,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/036030.mp3,Ya-Sin,At-Tin,Al-Muddathir,Aal-E-Imran,1,
fdd0c941-0afe-43c9-b9d9-c77f6c416b9b,What is the name of this Surah?,https://verses.quran.com/Shuraym/mp3/032030.mp3,Al-Ma'idah,Al-Ahqaf,As-Sajda,Al-Ahzab,3,
e66093de-1657-4385-83bf-8718e0aa888a,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/033060.mp3,Ta-Ha,Quraish,Al-Ahzab,Az-Zukhruf,3,
96dc1048-632c-481f-9664-5487a7282ad1,What is the name of this Surah?,https://verses.quran.com/Sudais/mp3/043027.mp3,Al-'Adiyat,Az-Zukhruf,Aal-E-Imran,Al-Inshiqaq,2,
ec19d204-c375-4228-b075-24a0ccfbfe20,What is the name of this Surah?,https://verses.quran.com/Minshawi/Murattal/mp3/033059.mp3,Al-Humaza,An-Najm,Al-Ahzab,Yunus,3,
d5b080af-d244-4c13-b86b-04c7b29c83ce,What is the name of this Surah?,https://verses.quran.com/Sudais/mp3/035003.mp3,Al-Mumtahina,Al-Furqan,Al-Ma'arij,Fatir,4,
0ecb3c1d-136d-4ea6-9f5e-1424bd772647,What is the name of this Surah?,https://verses.quran.com/Minshawi/Murattal/mp3/039060.mp3,Al-Ma'un,Ash-Shu'ara,Al-Fil,Az-Zumar,4,
9b498501-c190-40f8-915b-e2de06a6f438,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/043016.mp3,Al-Kawthar,Al-Lail,Az-Zukhruf,At-Tur,3,
1c563f68-cf20-4a94-bb67-b014a018f474,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/035016.mp3,At-Takathur,Al-Fil,Fatir,Az-Zumar,3,
f532a247-9e59-4093-9f1d-6ce62227b5b3,What is the name of this Surah?,https://verses.quran.com/Shuraym/mp3/055033.mp3,Al-Qadr,Ar-Rahman,Al-Bayyina,Al-Humaza,2,
74cac2a8-1747-4bd5-b4c6-bc1ed333b5c6,What is the name of this Surah?,https://verses.quran.com/Sudais/mp3/041025.mp3,Al-Baqarah,Al-Anfal,Fussilat,Al-Mujadila,3,
7c3aa9bc-5885-4272-87ee-0871b228b83b,What is the name of this Surah?,https://verses.quran.com/Shuraym/mp3/049006.mp3,Al-Isra,Al-Kawthar,Al-Hujurat,Al-Ahqaf,3,
e0670a37-ac4d-44e6-8c71-81535c27e230,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/052044.mp3,At-Tur,An-Nazi'at,Adh-Dhariyat,Al-'Adiyat,1,
d5d1a91b-6940-4ef8-97a0-0db54e9c8579,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/057017.mp3,Al-Furqan,At-Taghabun,Hud,Al-Hadid,4,
61ba808f-a06f-4a01-8eb2-cec6cffb0f99,What is the name of this Surah?,https://verses.quran.com/Sudais/mp3/052035.mp3,Al-Inshiqaq,Al-Humaza,Az-Zukhruf,At-Tur,4,
888cf692-7439-438a-9993-f1aa0615cd15,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/037011.mp3,Al-Kawthar,Al-Fil,Al-Mursalat,As-Saffat,4,
2142e968-b6df-43d0-8bd1-2b7e3fabb096,What is the name of this Surah?,https://verses.quran.com/Sudais/mp3/036045.mp3,Ya-Sin,Muhammad,Al-A'la,Al-Ghashiya,1,
33454e37-5d2b-4c80-bf05-3ef39a46b6a2,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/057006.mp3,Al-Balad,Al-Jathiya,Ar-Rum,Al-Hadid,4,
7e577300-94bb-47b0-9a20-e970e87815d8,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/052035.mp3,An-Nasr,At-Tur,Fussilat,Al-Mujadila,2,
f911be8f-53d5-4c30-b1d7-3ccbd8351186,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/051055.mp3,Adh-Dhariyat,Fatir,Al-Falaq,Al-Asr,1,
d47acb2f-b877-48b9-8255-640886c557e3,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/033072.mp3,Al-Anfal,Ash-Shura,Al-Ahzab,Al-Kahf,3,
9eb8858c-b5df-427c-9d6b-0fbaa1e14b3f,What is the name of this Surah?,https://verses.quran.com/Shuraym/mp3/056033.mp3,Al-Ma'idah,Al-Waqi'a,Luqman,Al-Bayyina,2,
a6c550dd-6ae1-4144-a67a-7466ecce56ab,What is the name of this Surah?,https://verses.quran.com/Sudais/mp3/050011.mp3,Al-Fajr,Al-Hashr,Muhammad,Qaf,4,
ee93ec75-0eca-4014-8f03-cb1390f64d41,What is the name of this Surah?,https://verses.quran.com/Minshawi/Murattal/mp3/031021.mp3,Al-Masad,Luqman,Al-Hashr,An-Nur,2,
63f0b3ed-245e-4b3b-bc0f-274063052e61,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/054018.mp3,As-Saffat,Al-Baqarah,Al-A'raf,Al-Qamar,4,
c5287025-c3fc-436c-9a14-83c7503fdd33,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/044040.mp3,Al-Fajr,Ar-Ra'd,Aal-E-Imran,Ad-Dukhan,4,
e58819a9-4ccc-4ea0-a178-f5ce0f92dbaa,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/056060.mp3,Al-Waqi'a,Al-Anfal,At-Talaq,Al-Bayyina,1,
eea1f7ec-9e56-4fac-918a-365267f6a87a,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/049009.mp3,As-Saffat,Al-Ankabut,Al-Hujurat,An-Naml,3,
7266bf42-32df-4e6e-a18b-91525ce05242,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/037070.mp3,Ibrahim,As-Saffat,Al-Ma'idah,Al-Haqqah,2,
aa583a82-4bda-4aa1-a127-ec3a6d2cd2cf,What is the name of this Surah?,https://verses.quran.com/Minshawi/Murattal/mp3/041002.mp3,An-Nisa',Fussilat,Al-Infitar,Az-Zukhruf,2,
166848c0-fd5b-49ee-bfab-bc30abe95467,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/053037.mp3,Al-Kawthar,Al-Ma'idah,An-Najm,At-Tawbah,3,
ace56244-a077-4124-9e95-b172f7accb09,What is the name of this Surah?,https://verses.quran.com/Shuraym/mp3/033053.mp3,Al-Ahzab,Al-Qalam,Al-Lail,Al-Falaq,1,
e5fb7b59-5769-4235-834e-0496f2c4f49f,What is the name of this Surah?,https://verses.quran.com/Shuraym/mp3/039008.mp3,Abasa,Al-Qiyama,Ad-Dukhan,Az-Zumar,4,
580d91fa-a8da-405e-bf22-ae89b819a9b2,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/050038.mp3,Al-Fath,An-Nahl,Qaf,Hud,3,
679aa78a-be9d-4160-86eb-2c6955e691d9,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/046009.mp3,At-Talaq,Sad,Nuh,Al-Ahqaf,4,
32b93a25-7be4-4121-9cd0-0e1e75268f03,What is the name of this Surah?,https://verses.quran.com/Sudais/mp3/048023.mp3,Al-Jathiya,Al-Furqan,An-Nazi'at,Al-Fath,4,
c33cf329-bd77-4ba8-ac93-d93a1cb76571,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/044017.mp3,Ad-Dukhan,At-Taghabun,At-Takwir,Ash-Shura,1,
3606a5c4-d12d-4296-bbf8-1b57bc3dc28a,What is the name of this Surah?,https://verses.quran.com/Minshawi/Murattal/mp3/042052.mp3,Adh-Dhariyat,Ad-Dukhan,Ash-Shura,Az-Zukhruf,3,
cbf4865a-34d5-4c2b-90bf-f7887b95938b,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/042040.mp3,Al-Jathiya,Sad,Ash-Shura,At-Tahrim,3,
80580f7f-d29b-423e-aea7-09a8778ea03d,What is the name of this Surah?,https://verses.quran.com/Minshawi/Murattal/mp3/040069.mp3,Ghafir,Ibrahim,At-Tur,Al-Baqarah,1,
91188e99-98f1-47e0-823f-82dc479bcc68,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/029064.mp3,Al-Hijr,Al-Ankabut,Al-Qadr,Az-Zumar,2,
5fdc049d-8ddf-4662-bab5-94658a90486d,What is the name of this Surah?,https://verses.quran.com/Minshawi/Murattal/mp3/032028.mp3,Al-Balad,Al-Muddathir,At-Takwir,As-Sajda,4,
e8733d6b-082c-43ab-ad8f-a5ca9b6ca54b,What is the name of this Surah?,https://verses.quran.com/Shuraym/mp3/047010.mp3,Al-Mursalat,Muhammad,Al-Qasas,Al-Anbiya,2,
00467518-c027-45cd-a9ba-b0f68df7154a,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/055058.mp3,Ar-Rahman,Al-Infitar,Al-Jumu'a,Al-Ahzab,1,
be15ff55-0657-4a3b-ab87-5fd052135233,What is the name of this Surah?,https://verses.quran.com/Minshawi/Murattal/mp3/045017.mp3,Al-Mutaffifin,Hud,Al-Jathiya,Al-Qiyama,3,
0e46d523-1b75-48e7-b66a-518405fcada6,What is the name of this Surah?,https://verses.quran.com/Minshawi/Murattal/mp3/057017.mp3,An-Naba,Quraish,Al-Hadid,Al-Jumu'a,3,
4fa88f9f-9bfe-446f-86d1-21cab4ad5921,What is the name of this Surah?,https://verses.quran.com/Shuraym/mp3/033051.mp3,Al-Ahzab,Aal-E-Imran,Ash-Shams,Az-Zalzala,1,
4b798a39-bda7-41fa-9b15-713bcde0f656,What is the name of this Surah?,https://verses.quran.com/Sudais/mp3/035032.mp3,Al-Infitar,Al-Kafirun,Fatir,Al-Kahf,3,
957ac802-89dc-4869-8753-6e400fb2feaf,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/045016.mp3,An-Naml,Al-Qari'a,Al-Jathiya,Al-Qalam,3,
9dbf37b5-8f5f-4989-af9e-e8adfd1a95e5,What is the name of this Surah?,https://verses.quran.com/Shuraym/mp3/045021.mp3,Al-Fajr,Al-Jathiya,Al-Balad,An-Nur,2,
1ded4302-9937-4f2f-9a23-36dd90b483d6,What is the name of this Surah?,https://verses.quran.com/Shuraym/mp3/039023.mp3,Az-Zumar,Al-Burooj,Al-Kawthar,Al-Jathiya,1,
798b4b47-962c-4089-bb99-52255ed99fb2,What is the name of this Surah?,https://verses.quran.com/Sudais/mp3/037152.mp3,At-Tur,As-Saffat,Al-Infitar,Az-Zumar,2,
f9bd649a-ecf9-4927-b21e-f6125c44cdb3,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/055062.mp3,Al-Fajr,As-Sajda,Nuh,Ar-Rahman,4,
7061f8ea-e6c7-40fe-978e-b3e81ec7b6d1,What is the name of this Surah?,https://verses.quran.com/Minshawi/Murattal/mp3/035028.mp3,Al-Ghashiya,Ya-Sin,Al-Mujadila,Fatir,4,
84e2a886-d8d5-4194-9547-861129656436,What is the name of this Surah?,https://verses.quran.com/Shuraym/mp3/043009.mp3,Az-Zukhruf,Ta-Ha,Al-Baqarah,An-Najm,1,
7b172961-13ad-44cf-92af-9ba920171ef3,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/046022.mp3,Al-Fil,Al-Ahqaf,Al-Jinn,Ash-Shura,2,
4fb301f3-1ca6-4cbc-8ec5-748daeb7d984,What is the name of this Surah?,https://verses.quran.com/Minshawi/Murattal/mp3/055044.mp3,Ar-Rahman,An-Nazi'at,Fussilat,Al-Waqi'a,1,
